ID,feat1,feat2,feat3,rating
3065,3,81,6778,0.88
3066,4,86,8394,0.35
3067,2,64,3536,0.03
3068,9,54,1833,0.60
3069,9,63,5871,0.14
3070,5,74,9786,0.36
3071,5,55,5210,0.00
3072,1,76,8604,0.30
3073,1,67,4898,0.35
3074,6,82,3731,0.53
3075,3,64,1951,0.29
3076,6,63,3245,0.41
3077,2,74,8421,0.46
3078,9,57,8482,0.89
3079,6,84,6731,0.93
3080,9,61,5994,0.85
3081,3,99,7386,0.49
3082,7,55,4233,0.17
3083,8,85,1454,0.00
3084,9,80,1303,0.66
3085,8,57,3378,0.07
3086,2,84,5819,0.28
3087,4,62,6657,0.22
3088,9,51,1942,0.71
3089,3,86,5060,0.41
3090,3,100,8841,0.03
3091,5,68,8970,0.95
3092,7,57,3462,0.43
3093,2,61,7976,0.36
3094,3,90,2599,0.24
3095,10,55,1293,0.49
3096,9,50,3844,0.09
3097,3,68,4405,0.45
3098,2,84,9992,0.23
3099,3,70,5774,0.38
3100,9,93,8776,0.51
3101,2,79,7118,0.66
3102,5,89,8953,0.43
3103,6,67,9736,0.71
3104,6,83,1737,0.89
3105,9,56,9377,0.73
3106,1,56,5339,0.42
3107,4,97,4990,0.41
3108,1,59,1046,0.30
3109,2,96,9199,0.34
3110,8,90,2014,0.04
3111,1,98,5223,0.13
3112,9,79,6547,0.06
3113,4,63,3917,0.20
3114,5,85,4202,0.86
3115,1,99,9227,0.99
3116,1,77,4652,0.75
3117,1,97,9895,0.47
3118,8,58,6028,0.17
3119,9,96,7806,0.08
3120,6,67,6593,0.73
3121,4,56,6583,0.86
3122,9,86,5326,0.72
3123,9,78,3706,0.28
3124,1,81,8562,0.52
3125,1,50,5113,0.66
3126,1,52,8008,0.01
3127,5,62,8494,0.82
3128,5,63,2886,0.19
3129,10,97,2368,0.65
3130,3,64,8015,0.31
3131,1,70,7927,0.05
3132,4,91,8338,0.32
3133,9,70,2452,0.56
3134,4,53,8562,0.09
3135,10,90,6348,0.47
3136,9,79,2978,0.39
3137,6,70,5398,0.15
3138,2,70,7594,0.82
3139,9,66,9552,0.77
3140,3,78,5327,0.48
3141,5,66,5444,0.15
3142,10,69,9584,0.60
3143,8,79,3388,0.79
3144,3,74,8304,0.36
3145,1,66,2796,0.34
3146,1,65,8749,0.67
3147,3,90,5124,0.33
3148,8,88,7708,0.44
3149,2,91,7499,0.88
3150,10,87,7634,0.93
3151,5,63,2808,0.24
3152,3,73,5582,0.40
3153,3,73,7577,0.21
3154,1,77,2263,0.54
3155,5,100,7976,0.67
3156,6,92,9237,0.13
3157,2,67,1989,0.68
3158,1,76,6749,0.21
3159,8,53,6967,0.22
3160,7,68,8629,0.66
3161,3,82,4616,0.24
3162,6,53,7565,0.19
3163,7,52,2306,0.37
3164,3,89,6959,0.61
3165,6,78,9158,0.35
3166,6,72,7347,0.18
3167,1,58,2535,0.24
3168,4,61,7951,0.39
3169,10,69,6218,0.51
3170,7,69,4880,0.89
3171,5,100,6724,0.03
3172,9,95,1218,0.42
3173,6,81,4494,0.37
3174,3,85,2896,0.56
3175,4,63,8321,0.94
3176,8,88,6104,0.28
3177,9,89,6403,0.59
3178,6,86,1424,0.77
3179,3,70,4759,0.27
3180,3,64,3030,0.50
3181,3,84,2462,0.06
3182,4,80,2769,0.43
3183,9,78,1909,0.23
3184,9,83,9391,0.36
3185,5,100,1222,0.31
3186,8,70,2771,0.81
3187,1,58,8440,0.10
3188,1,64,7177,0.82
3189,2,64,6834,0.07
3190,8,77,8295,0.12
3191,5,78,8244,0.45
3192,2,78,4714,0.04
3193,8,89,2171,0.76
3194,6,76,7723,0.27
3195,2,98,6488,0.12
3196,10,97,2483,0.09
3197,7,50,2473,0.21
3198,6,86,1813,0.52
3199,1,76,2828,0.44
3200,9,75,3656,0.36
3201,4,53,2911,0.63
3202,8,73,9673,0.43
3203,1,74,8142,0.75
3204,7,80,3581,0.99
3205,9,76,3076,0.90
3206,7,71,5676,0.45
3207,2,74,9817,0.79
3208,4,65,4669,0.62
3209,10,78,1673,0.41
3210,1,53,9522,0.42
3211,1,72,6588,0.30
3212,7,76,4781,0.62
3213,6,100,7143,0.81
3214,9,98,6924,0.98
3215,4,54,8648,0.87
3216,6,90,1787,0.43
3217,8,93,1136,0.16
3218,2,83,7020,0.97
3219,10,93,1957,0.90
3220,2,61,9361,0.36
3221,5,53,8988,0.79
3222,1,83,1525,0.44
3223,6,57,4299,0.77
3224,7,68,9774,0.81
3225,1,75,9953,0.02
3226,10,74,5025,0.31
3227,5,94,2793,0.89
3228,6,79,3155,0.10
3229,5,72,8849,0.07
3230,1,72,1366,0.83
3231,3,84,1539,0.16
3232,4,97,1129,0.79
3233,4,95,8361,0.23
3234,5,89,9829,0.62
3235,5,90,7504,0.45
3236,7,73,6379,0.17
3237,2,80,9058,0.94
3238,8,75,1279,0.98
3239,4,100,7048,0.82
3240,7,98,1655,0.36
3241,4,99,5479,0.46
3242,6,77,7682,0.81
3243,6,63,7165,0.98
3244,9,81,5652,0.49
3245,2,99,5067,0.78
3246,10,80,1039,0.91
3247,2,66,4732,0.52
3248,9,81,6963,0.00
3249,7,81,8493,0.66
3250,5,76,5099,0.59
3251,10,100,4895,0.42
3252,2,99,8749,0.94
3253,9,76,9978,0.24
3254,7,72,4237,0.67
3255,5,95,9245,0.52
3256,5,82,4186,0.11
3257,2,89,7661,0.28
3258,6,96,5050,0.76
3259,6,52,1169,0.94
3260,9,75,9568,0.98
3261,1,99,5499,0.17
3262,9,55,1270,0.01
3263,10,86,5496,0.45
3264,2,75,5546,0.45
3265,1,93,8271,0.96
3266,10,64,7623,0.19
3267,9,67,6674,0.38
3268,6,87,9600,0.17
3269,1,85,6964,0.98
3270,1,74,3131,0.40
3271,9,82,6553,0.37
3272,5,73,9661,0.33
3273,10,88,1091,0.98
3274,7,87,6045,0.78
3275,5,74,8778,0.33
3276,10,55,8223,0.72
3277,6,58,4963,0.50
3278,1,66,1665,0.92
3279,10,74,7816,0.85
3280,8,92,1709,0.61
3281,1,57,3800,0.56
3282,6,66,9572,0.48
3283,1,83,9154,0.29
3284,7,82,1471,0.24
3285,6,63,2310,0.04
3286,6,51,6830,0.75
3287,7,89,4924,0.62
3288,5,56,1726,0.14
3289,7,90,7364,0.83
3290,7,74,5789,0.95
3291,8,65,9355,0.15
3292,8,62,2847,0.10
3293,9,57,2269,0.21
3294,1,87,9902,0.50
3295,6,86,3148,0.49
3296,1,51,7284,0.17
3297,4,71,3937,0.17
3298,5,91,4211,0.03
3299,6,50,6063,0.35
3300,5,72,8249,0.47
3301,9,66,6131,0.76
3302,2,65,7932,0.06
3303,10,62,1885,0.02
3304,5,87,3134,0.24
3305,10,50,2576,0.72
3306,2,63,9381,0.52
3307,3,77,4250,0.90
3308,8,75,2121,0.03
3309,6,91,2766,0.06
3310,5,71,9734,0.15
3311,2,100,2638,0.79
3312,1,79,2394,0.60
3313,2,91,1015,0.88
3314,4,80,3703,0.17
3315,1,61,6704,0.11
3316,2,65,9218,0.27
3317,2,57,7519,0.30
3318,10,97,1500,0.95
3319,3,62,7721,0.16
3320,6,97,4608,0.17
3321,9,53,2654,0.35
3322,6,51,1939,0.75
3323,4,55,5310,0.82
3324,1,82,9609,0.03
3325,4,91,1814,0.10
3326,5,70,6730,0.69
3327,2,64,9219,0.02
3328,9,53,2908,0.14
3329,2,95,8561,0.96
3330,9,62,7246,0.85
3331,9,95,8596,0.31
3332,8,89,5795,0.79
3333,3,87,3374,0.02
3334,4,58,9898,0.46
3335,10,74,2428,0.62
3336,9,91,9786,0.29
3337,9,95,8885,0.60
3338,7,90,8100,0.37
3339,9,73,3441,0.46
3340,10,57,5400,0.77
3341,5,73,5378,0.71
3342,5,65,5957,0.79
3343,7,96,7599,0.33
3344,3,68,7608,0.22
3345,3,64,8185,0.04
3346,6,53,1192,0.37
3347,5,57,6144,0.17
3348,1,73,4181,0.71
3349,10,61,2962,0.82
3350,6,83,3463,0.47
3351,5,90,5528,0.81
3352,2,74,8642,0.78
3353,4,71,7854,0.43
3354,9,85,6363,0.76
3355,10,52,6537,0.48
3356,9,93,1749,0.72
3357,3,80,8353,0.52
3358,3,57,4737,0.99
3359,7,63,9702,0.16
3360,5,89,5014,0.46
3361,3,68,1105,0.01
3362,10,79,6648,0.86
3363,2,58,3493,0.75
3364,4,57,7905,0.83
3365,2,66,7297,0.44
3366,5,96,5359,0.87
3367,6,66,2716,0.89
3368,10,83,7557,0.29
3369,2,61,7034,0.59
3370,3,57,1625,0.54
3371,2,67,9655,0.42
3372,3,56,2352,0.42
3373,1,92,8475,0.86
3374,9,97,5023,0.11
3375,9,67,5389,0.97
3376,2,63,8769,0.02
3377,9,62,9769,0.33
3378,4,61,8290,0.41
3379,2,74,7686,0.95
3380,1,64,2409,0.20
3381,3,58,1354,0.76
3382,10,91,2464,0.42
3383,4,58,7982,0.80
3384,9,75,2356,0.94
3385,1,91,7568,0.38
3386,2,83,2742,0.96
3387,6,78,3321,0.29
3388,7,90,4622,0.83
3389,8,70,1084,0.10
3390,5,95,5698,0.03
3391,10,61,6634,0.60
3392,2,94,9433,0.90
3393,1,56,4595,0.93
3394,1,71,3236,0.34
3395,3,81,7674,0.98
3396,10,83,2184,0.05
3397,3,76,8666,0.34
3398,3,72,1639,0.36
3399,7,51,3086,0.69
3400,7,72,6363,0.95
3401,2,86,1214,0.93
3402,5,90,8241,0.08
3403,1,52,3153,0.56
3404,5,77,7728,0.55
3405,8,65,9695,0.56
3406,5,61,4582,0.69
3407,10,77,6165,0.93
3408,3,61,7313,0.21
3409,4,57,9877,0.74
3410,6,55,8781,0.29
3411,5,68,3969,0.14
3412,10,62,2074,0.37
3413,9,75,1594,0.18
3414,4,54,1611,0.49
3415,1,62,1811,0.70
3416,9,65,7968,0.97
3417,8,76,7261,0.59
3418,5,93,8517,0.66
3419,2,77,4147,0.30
3420,6,96,1688,0.70
3421,9,84,4921,0.84
3422,4,81,2954,0.96
3423,8,62,4296,0.81
3424,3,78,5422,0.81
3425,6,91,4975,0.96
3426,7,76,3085,0.44
3427,5,57,4405,0.89
3428,8,51,5574,0.47
3429,9,73,2682,0.86
3430,10,71,6474,0.15
3431,6,93,4184,0.42
3432,3,58,6381,0.69
3433,3,67,2655,0.28
3434,4,81,6736,0.72
3435,1,87,1983,0.23
3436,1,80,1122,0.13
3437,9,92,5428,0.34
3438,2,54,4100,0.81
3439,1,70,2796,0.30
3440,2,87,9429,0.68
3441,6,60,9676,0.70
3442,2,73,5519,0.46
3443,9,63,5147,0.06
3444,7,69,1782,0.40
3445,8,57,5865,0.21
3446,6,80,1271,0.63
3447,1,63,9266,0.24
3448,5,76,5985,0.23
3449,7,96,9218,0.21
3450,2,80,9242,0.30
3451,1,76,9913,0.55
3452,9,82,9068,0.73
3453,9,53,4233,0.44
3454,2,95,8015,0.54
3455,1,56,7350,0.36
3456,4,85,9302,0.44
3457,2,99,5675,0.01
3458,4,70,4320,0.97
3459,3,57,8279,0.07
3460,4,82,5725,0.11
3461,8,67,4260,0.61
3462,9,64,1205,0.59
3463,5,81,6245,0.30
3464,10,50,9045,0.94
3465,4,92,4779,0.88
3466,1,80,8036,0.90
3467,8,95,8597,0.81
3468,2,89,4450,0.35
3469,5,90,7506,0.76
3470,6,53,3858,0.27
3471,6,50,1386,0.85
3472,6,99,4971,0.80
3473,9,88,5950,0.34
3474,3,68,4836,0.16
3475,6,74,6376,0.24
3476,9,100,4558,0.99
3477,4,81,7270,0.62
3478,2,84,9154,0.56
3479,3,93,6551,0.30
3480,7,60,9473,0.22
3481,8,68,6896,0.73
3482,2,54,9329,0.49
3483,8,72,7939,0.84
3484,9,84,3979,0.46
3485,4,86,8226,0.51
3486,2,68,8289,0.38
3487,4,81,2045,0.29
3488,7,99,9777,0.36
3489,7,98,9477,0.05
3490,7,89,5928,0.09
3491,3,51,5375,0.48
3492,5,86,2171,0.76
3493,10,97,7000,0.31
3494,5,83,3851,0.46
3495,10,55,9563,0.89
3496,8,90,5372,0.08
3497,1,75,1888,0.82
3498,9,67,2488,0.49
3499,3,50,8613,0.33
3500,9,92,3501,0.99
3501,10,61,7511,0.49
3502,7,89,6485,0.38
3503,5,57,2482,0.26
3504,1,74,5968,0.25
3505,8,82,2541,0.12
3506,9,64,4998,0.33
3507,6,86,9393,0.21
3508,8,90,4954,0.97
3509,10,55,5778,0.01
3510,2,60,2593,0.66
3511,1,58,6172,0.81
3512,3,53,8422,0.89
3513,4,65,3137,0.99
3514,2,64,5031,0.48
3515,6,64,4502,0.55
3516,2,81,6734,0.39
3517,1,71,6111,0.26
3518,3,74,3920,0.14
3519,5,67,2852,0.38
3520,9,54,7389,0.08
3521,5,57,7569,0.48
3522,7,91,8703,0.09
3523,2,84,7227,0.01
3524,1,78,4437,0.58
3525,4,52,8475,0.86
3526,6,97,6594,0.59
3527,1,57,2463,0.10
3528,9,83,1294,0.42
3529,5,98,5014,0.97
3530,7,84,3385,0.82
3531,5,65,1002,0.13
3532,9,86,8532,0.06
3533,2,54,8279,0.97
3534,5,61,1125,0.14
3535,8,94,3253,0.65
3536,9,57,7343,0.73
3537,6,78,5923,0.63
3538,5,92,5541,0.32
3539,4,79,2081,0.10
3540,7,91,1539,0.31
3541,7,75,3512,0.22
3542,3,55,3839,0.02
3543,5,61,7486,0.23
3544,9,70,7858,0.10
3545,9,58,7741,0.63
3546,3,75,2475,0.70
3547,2,55,5681,0.09
3548,6,98,7060,0.37
3549,5,72,8597,0.42
3550,4,54,9845,0.79
3551,7,69,5943,0.25
3552,5,51,7494,0.05
3553,8,67,4428,0.98
3554,3,78,5504,0.11
3555,10,84,6929,0.02
3556,10,89,6571,0.55
3557,8,91,3865,0.23
3558,6,92,4705,0.23
3559,7,100,2482,0.96
3560,2,58,8446,0.80
3561,3,98,9940,0.65
3562,9,84,4562,0.98
3563,1,70,6408,0.50
3564,2,81,4700,0.13
3565,9,60,2292,0.21
3566,5,59,4403,0.36
3567,9,54,9064,0.76
3568,9,86,8697,0.09
3569,7,88,9800,0.23
3570,4,86,3724,0.24
3571,1,63,2092,0.28
3572,5,82,2739,0.68
3573,3,91,4160,0.39
3574,2,58,3716,0.16
3575,7,51,9058,0.63
3576,2,99,4377,0.62
3577,8,70,3390,0.43
3578,5,53,3859,0.29
3579,2,76,3662,0.19
3580,5,98,7545,0.01
3581,3,80,5493,0.64
3582,5,80,6341,0.75
3583,7,73,2373,0.44
3584,9,94,5005,0.33
3585,7,60,2094,0.84
3586,8,72,6872,0.47
3587,6,82,3748,0.20
3588,1,50,3877,0.87
3589,7,52,6483,0.28
3590,5,62,1209,0.14
3591,7,70,8514,0.71
3592,3,96,2124,0.88
3593,6,76,3210,0.58
3594,2,80,7616,0.61
3595,4,96,3122,0.91
3596,4,72,8574,0.93
3597,6,81,2501,0.01
3598,9,56,7124,0.65
3599,6,65,8669,0.10
3600,7,91,2537,0.52
3601,1,100,6222,0.72
3602,9,54,3384,0.69
3603,5,58,3057,0.52
3604,9,96,5131,0.81
3605,3,82,6100,0.37
3606,10,68,5898,0.91
3607,2,50,8179,0.11
3608,6,55,9020,0.20
3609,8,70,8428,0.42
3610,9,80,9027,0.79
3611,10,90,1472,0.80
3612,7,60,7314,0.70
3613,6,55,7082,0.75
3614,9,67,7259,0.58
3615,10,88,9452,0.79
3616,5,98,1249,0.75
3617,10,76,1563,0.06
3618,5,58,8167,0.52
3619,8,58,1307,0.97
3620,6,71,7847,0.55
3621,8,98,6393,0.42
3622,9,74,9750,0.92
3623,10,65,7024,0.43
3624,1,74,9714,0.07
3625,6,79,1840,0.52
3626,2,56,7816,0.03
3627,5,73,2704,0.73
3628,5,93,2892,0.83
3629,5,78,4356,0.52
3630,4,59,4910,0.35
3631,3,67,5010,0.85
3632,9,84,7151,0.10
3633,10,76,7783,0.64
3634,3,89,6679,0.00
3635,5,83,8862,0.33
3636,8,75,6784,0.42
3637,4,64,3387,0.99
3638,1,80,2835,0.45
3639,1,66,2068,0.40
3640,5,53,7279,0.49
3641,5,81,3180,0.77
3642,10,76,5182,0.33
3643,3,66,8144,0.06
3644,4,67,4722,0.43
3645,10,93,8859,0.16
3646,5,79,3177,0.06
3647,4,82,7206,0.41
3648,10,95,3742,0.53
3649,2,56,6985,0.91
3650,4,55,1025,0.26
3651,10,78,2559,0.64
3652,9,50,1858,0.70
3653,7,98,7177,0.62
3654,8,53,9797,0.96
3655,8,57,3861,0.59
3656,7,63,3726,0.47
3657,10,87,5309,0.91
3658,1,89,5787,0.59
3659,2,77,7968,0.51
3660,2,55,6985,0.22
3661,10,56,6414,0.59
3662,8,87,2090,0.09
3663,2,98,4625,0.51
3664,9,63,6323,0.65
3665,6,61,7513,0.68
3666,7,85,3885,0.61
3667,3,50,5249,0.57
3668,8,99,4604,0.84
3669,8,85,1362,0.49
3670,10,62,8357,0.48
3671,3,77,6859,0.57
3672,4,98,8379,0.77
3673,6,77,9366,0.07
3674,10,62,3834,0.40
3675,3,89,1828,0.03
3676,7,73,4775,0.80
3677,7,94,1447,0.33
3678,1,60,9450,0.71
3679,6,57,7435,0.85
3680,4,92,2481,0.74
3681,4,75,7909,0.45
3682,6,84,3925,0.69
3683,7,86,1896,0.39
3684,7,87,1518,0.26
3685,1,89,4843,0.95
3686,8,70,2751,0.12
3687,9,68,8057,0.08
3688,5,59,1582,0.31
3689,8,95,8936,0.28
3690,6,92,1876,0.75
3691,1,80,7379,0.50
3692,1,76,2084,0.63
3693,9,63,2194,0.35
3694,10,69,5853,0.52
3695,9,51,3430,0.79
3696,9,68,5748,0.28
3697,1,56,2809,0.10
3698,2,61,2954,0.48
3699,6,87,5549,0.48
3700,3,71,7191,0.82
3701,1,64,8829,0.15
3702,6,64,1086,0.81
3703,3,78,8834,0.15
3704,10,63,2189,0.61
3705,3,84,1652,0.21
3706,7,100,6000,0.96
3707,7,67,1153,0.48
3708,10,86,7041,0.43
3709,9,55,9146,0.44
3710,10,57,1691,0.69
3711,9,71,4866,0.20
3712,7,100,8294,0.83
3713,10,52,1755,0.20
3714,1,75,5235,0.26
3715,7,70,8351,0.55
3716,4,50,9256,0.36
3717,7,82,6834,0.19
3718,7,100,6438,0.94
3719,2,96,5999,0.58
3720,6,68,5660,0.99
3721,5,52,5159,0.53
3722,5,62,9280,0.06
3723,5,71,9110,0.62
3724,3,56,4390,0.77
3725,9,82,4439,0.15
3726,3,89,1144,0.07
3727,4,85,3745,0.54
3728,10,59,6380,0.97
3729,7,86,9642,0.08
3730,8,65,1001,0.92
3731,1,57,9774,0.40
3732,8,92,7782,0.92
3733,3,79,8540,0.25
3734,5,82,2035,0.56
3735,1,78,5983,0.65
3736,3,57,7835,0.24
3737,4,84,2812,0.88
3738,10,80,8886,0.57
3739,10,71,2307,0.88
3740,2,77,2013,0.47
3741,8,82,5978,0.55
3742,4,96,9665,0.02
3743,8,79,9193,0.00
3744,4,52,4010,0.98
3745,3,90,9031,0.02
3746,1,97,8041,0.20
3747,1,95,7349,0.94
3748,2,50,8268,0.59
3749,3,69,9067,0.18
3750,1,60,3886,0.95
3751,6,100,2907,0.83
3752,4,99,5487,0.98
3753,8,59,9499,0.87
3754,4,81,1427,0.68
3755,6,99,6337,0.94
3756,8,52,6366,0.53
3757,7,53,4729,0.49
3758,9,73,5149,0.04
3759,6,98,3092,0.92
3760,6,67,4521,0.83
3761,2,66,1229,0.64
3762,2,69,2183,0.94
3763,6,73,9729,0.46
3764,5,66,2501,0.79
3765,5,91,6107,0.49
3766,9,71,3032,0.04
3767,6,83,6559,0.51
3768,7,80,2603,0.53
3769,5,66,5444,0.94
3770,9,65,1426,0.34
3771,7,58,1544,0.76
3772,4,87,6883,0.47
3773,4,73,5661,0.87
3774,3,68,4452,0.58
3775,8,61,2383,0.72
3776,9,76,1961,0.88
3777,2,90,5230,0.50
3778,1,84,6387,0.01
3779,8,95,7696,0.28
3780,6,87,3483,0.99
3781,7,100,4819,0.62
3782,1,54,3002,0.96
3783,4,96,1562,0.03
3784,9,74,9886,0.51
3785,3,50,3810,0.19
3786,6,78,1791,0.56
3787,2,50,2708,0.03
3788,2,85,6983,0.92
3789,2,72,5881,0.97
3790,8,87,3541,0.39
3791,9,88,4337,0.20
3792,4,67,2202,0.19
3793,4,98,8740,0.92
3794,1,54,9133,0.46
3795,3,95,6402,0.66
3796,5,55,2584,0.64
3797,2,50,8478,0.64
3798,2,76,2632,0.54
3799,3,80,6781,0.97
3800,1,97,5099,0.50
3801,6,70,5147,0.68
3802,4,56,5881,0.76
3803,6,55,8278,0.22
3804,9,96,9290,0.44
3805,3,88,2077,0.26
3806,3,51,7258,0.53
3807,4,63,2732,0.96
3808,5,81,3208,0.61
3809,9,57,5103,0.27
3810,6,84,4527,0.36
3811,8,75,1545,0.19
3812,4,59,3215,0.29
3813,10,56,8196,0.85
3814,1,61,4172,0.82
3815,3,51,9812,0.12
3816,6,70,2908,0.21
3817,5,54,2816,0.77
3818,5,72,9834,0.82
3819,2,70,8192,0.09
3820,7,63,5470,0.23
3821,9,61,6823,0.90
3822,4,67,1010,0.32
3823,10,94,5447,0.91
3824,10,57,8125,0.41
3825,10,63,7148,0.56
3826,4,93,8389,0.11
3827,6,62,7196,0.11
3828,8,98,2580,0.30
3829,8,100,8598,0.16
3830,5,93,4700,0.73
3831,9,81,8516,0.10
3832,5,95,6591,0.22
3833,3,68,9253,0.08
3834,2,90,7969,0.54
3835,7,86,4161,0.42
3836,5,64,5082,0.69
3837,8,87,6382,0.42
3838,1,77,1707,0.17
3839,7,80,3341,0.74
3840,6,72,8946,0.92
3841,2,53,4545,0.62
3842,2,65,5916,0.69
3843,7,85,4187,0.45
3844,8,95,4526,0.29
3845,4,71,5813,0.73
3846,6,89,9589,0.85
3847,7,86,7608,0.32
3848,8,95,8861,0.80
3849,10,71,9220,0.14
3850,7,52,7027,0.00
3851,2,93,8546,0.64
3852,3,50,2078,0.31
3853,8,58,7558,0.92
3854,2,52,9544,0.84
3855,3,78,5000,0.25
3856,8,90,9411,0.55
3857,3,91,3183,0.67
3858,5,63,8070,0.69
3859,2,91,6164,0.83
3860,10,57,7339,0.17
3861,7,71,6565,0.84
3862,3,92,8017,0.95
3863,4,55,6015,0.47
3864,9,53,5914,0.32
3865,9,54,1244,0.28
3866,8,84,5670,0.52
3867,3,96,7523,0.80
3868,2,58,7346,0.43
3869,8,57,7263,0.17
3870,3,97,8360,0.79
3871,10,54,1328,0.61
3872,10,56,1280,0.21
3873,6,90,8055,0.36
3874,1,93,4526,0.72
3875,3,75,8991,0.49
3876,7,58,9720,0.27
3877,3,91,9533,0.55
3878,6,57,1505,0.95
3879,7,71,2654,0.23
3880,8,53,8561,0.82
3881,5,81,6087,0.24
3882,7,95,7474,0.04
3883,2,88,7644,0.10
3884,5,82,6829,0.07
3885,5,76,1361,0.54
3886,3,71,6022,0.52
3887,2,92,9163,0.69
3888,6,80,9052,0.51
3889,3,59,8084,0.98
3890,3,84,5102,0.77
3891,10,79,4018,0.01
3892,1,94,3545,0.54
3893,4,92,4450,0.76
3894,4,84,7333,0.85
3895,7,63,9687,0.25
3896,8,92,5050,0.85
3897,3,56,8266,0.17
3898,2,56,7994,0.85
3899,3,66,6027,0.33
3900,6,57,4969,0.23
3901,9,69,1702,0.75
3902,4,58,3013,0.93
3903,6,64,7438,0.95
3904,3,70,8552,0.03
3905,5,79,7805,0.97
3906,3,83,7967,0.40
3907,6,68,2370,0.32
3908,4,65,7047,0.08
3909,10,90,2419,0.10
3910,8,78,9762,0.50
3911,2,55,7604,0.25
3912,3,66,7083,0.54
3913,3,67,9248,0.21
3914,3,72,8989,0.76
3915,4,73,9734,0.37
3916,1,81,9877,0.54
3917,8,66,4898,0.87
3918,3,54,6931,0.06
3919,4,91,1887,0.64
3920,6,56,2841,0.54
3921,2,77,3268,1.00
3922,4,91,9853,0.91
3923,4,60,4737,0.12
3924,9,85,6976,0.56
3925,6,80,1921,0.24
3926,9,67,7709,0.53
3927,5,86,8682,0.79
3928,2,92,1220,0.59
3929,6,92,3688,0.34
3930,4,57,4385,0.69
3931,6,92,1122,0.37
3932,7,98,9129,0.16
3933,7,58,7691,0.75
3934,1,79,8945,0.68
3935,9,83,9978,0.13
3936,7,73,4213,0.60
3937,9,55,2063,0.99
3938,5,55,3837,0.56
3939,5,58,7932,0.45
3940,2,82,3001,0.81
3941,6,78,9874,0.78
3942,6,84,3018,1.00
3943,6,53,1344,0.41
3944,3,73,1384,0.03
3945,3,60,2539,0.82
3946,1,54,1817,0.37
3947,3,91,4817,0.48
3948,2,92,2968,0.58
3949,9,65,1483,0.21
3950,10,64,2007,0.73
3951,8,50,5496,0.14
3952,8,69,3637,0.73
3953,7,90,3647,0.92
3954,8,64,1487,0.38
3955,2,93,6927,0.63
3956,3,84,9827,0.77
3957,10,65,2261,0.48
3958,9,82,9814,0.99
3959,10,72,1749,0.14
3960,8,83,8096,0.98
3961,7,85,3952,0.97
3962,8,58,7226,0.68
3963,1,85,1657,0.94
3964,8,61,3904,0.70
3965,9,72,1199,0.23
3966,6,77,7193,0.28
3967,10,68,8732,0.55
3968,9,66,8211,0.64
3969,8,99,2255,1.00
3970,8,86,5479,0.34
3971,2,94,5158,0.66
3972,6,95,7796,0.80
3973,6,71,3739,0.01
3974,10,87,2402,0.89
3975,10,74,5402,0.38
3976,6,56,9783,0.02
3977,5,72,6703,0.21
3978,5,74,3901,0.09
3979,4,92,6177,0.09
3980,9,55,6897,0.60
3981,1,95,8235,0.06
3982,9,69,5842,0.46
3983,2,76,3149,1.00
3984,5,88,9895,1.00
3985,3,51,8471,0.15
3986,7,65,4682,0.79
3987,3,100,7232,0.80
3988,8,64,5499,0.15
3989,9,60,7662,0.21
3990,2,50,3995,0.68
3991,4,53,6307,0.92
3992,4,82,3912,0.13
3993,1,64,5645,0.15
3994,1,94,2355,0.82
3995,5,52,4350,0.52
3996,10,56,2817,0.60
3997,5,67,1762,0.27
3998,7,56,1195,0.24
3999,10,79,2171,0.13
4000,7,58,5761,0.29
4001,8,56,1973,0.66
4002,7,64,6850,0.88
4003,4,97,7803,0.56
4004,7,69,7871,0.11
4005,1,87,4409,0.90
4006,1,55,7409,0.80
4007,8,65,9208,0.93
4008,6,73,7879,0.66
4009,9,58,2111,0.56
4010,9,94,2611,0.33
4011,10,77,3781,0.64
4012,5,78,5086,0.43
4013,1,70,1559,0.99
4014,9,75,2894,0.44
4015,1,91,3137,0.24
4016,1,92,6100,0.16
4017,8,79,4396,0.30
4018,5,59,9506,0.06
4019,4,64,4773,0.69
4020,6,79,5221,0.89
4021,5,99,7426,0.53
4022,9,90,3381,0.29
4023,4,55,4985,0.39
4024,1,87,5501,0.63
4025,1,97,8859,0.35
4026,6,78,6541,0.27
4027,9,68,3470,0.49
4028,10,74,8177,0.43
4029,2,55,2002,0.90
4030,3,62,9769,0.14
4031,1,63,7990,0.08
4032,2,99,7619,0.01
4033,9,90,7683,0.45
4034,2,53,5803,0.13
4035,1,82,6989,0.46
4036,6,55,8394,0.11
4037,9,54,7215,0.40
4038,3,63,1828,0.06
4039,2,60,6624,0.25
4040,10,54,8335,0.07
4041,1,57,4661,0.53
4042,4,84,9539,0.54
4043,10,82,6137,0.04
4044,9,55,9293,0.16
4045,2,75,4252,0.42
4046,5,80,9616,0.63
4047,9,74,8742,0.06
4048,8,68,1227,0.47
4049,6,54,4959,0.04
4050,6,51,7211,0.41
4051,2,78,3721,0.23
4052,1,62,5133,0.33
4053,6,90,8930,0.58
4054,4,70,3953,0.16
4055,3,79,4297,0.46
4056,6,69,8321,0.33
4057,3,80,6416,0.72
4058,3,80,4902,0.52
4059,9,96,6357,0.78
4060,7,80,2029,0.73
4061,2,59,3034,0.38
4062,1,66,7761,0.52
